num_processes,avg_burst_time,std_burst_time,burst_time_cv,min_burst_time,max_burst_time,avg_arrival_gap,total_burst_time,best_algorithm,FCFS_avg_waiting_time,SJF_avg_waiting_time,Priority_avg_waiting_time,RoundRobin_avg_waiting_time
22,5.77,5.0,0.867,2,18,3.29,127,SJF,29.91,13.23,26.41,39.5
17,5.76,4.91,0.851,1,16,4.31,98,SJF,24.29,13.47,32.29,40.18
7,5.57,4.89,0.878,1,15,2.83,39,SJF,2.43,2.29,5.57,10.14
9,4.44,3.21,0.721,2,11,1.25,40,SJF,17.22,7.56,15.22,32.67
8,2.62,1.19,0.452,1,4,4.71,21,SJF,1.75,1.38,1.75,10.88
8,5.38,4.81,0.895,2,14,2.29,43,SJF,6.38,4.75,9.0,15.62
7,5.71,5.44,0.952,3,18,1.33,40,SJF,17.43,6.71,16.71,23.86
13,6.38,5.11,0.8,2,16,1.17,83,SJF,28.77,16.38,40.69,41.08
12,5.5,4.1,0.746,2,16,0.82,66,SJF,15.17,14.17,23.58,35.83
8,7.12,6.75,0.947,2,18,2.57,57,SJF,15.38,11.5,15.62,20.12
21,8.19,5.17,0.632,2,21,2.55,172,SJF,49.29,33.05,59.57,84.57
26,5.73,5.02,0.877,2,17,1.2,149,SJF,58.31,26.08,67.62,80.5
7,9.29,6.68,0.719,2,19,0.67,65,SJF,24.0,14.0,23.0,36.14
14,4.79,4.76,0.994,1,18,2.62,67,SJF,20.36,14.79,21.64,35.93
18,5.39,4.0,0.743,2,15,4.94,97,SJF,15.06,9.67,16.28,36.39
26,6.0,5.09,0.849,1,20,1.76,156,SJF,46.77,28.27,48.62,79.35
24,5.42,4.22,0.779,1,13,1.61,130,SJF,34.25,20.0,34.46,64.83
15,5.47,4.75,0.869,1,16,3.0,82,FCFS,17.13,16.33,17.33,33.8
24,6.17,4.65,0.754,1,15,2.61,148,SJF,47.29,23.75,43.83,82.21
28,4.18,3.4,0.814,1,14,2.26,117,SJF,38.46,19.43,31.14,70.11
26,6.15,4.93,0.801,1,16,1.36,160,SJF,68.73,32.27,54.88,97.0
22,5.86,4.66,0.795,1,16,1.57,129,SJF,46.5,22.91,41.09,73.55
6,7.17,7.36,1.027,1,18,0.8,43,SJF,17.0,6.83,17.33,17.67
9,8.44,5.13,0.607,2,14,4.88,76,SJF,21.11,13.56,21.44,39.22
28,6.79,4.89,0.721,1,15,2.07,190,SJF,53.68,35.54,61.5,103.64
16,5.56,4.82,0.866,1,16,3.33,89,SJF,14.81,9.75,14.62,30.62
24,7.83,6.38,0.815,1,21,3.04,188,SJF,46.75,25.5,42.33,76.21
26,5.69,4.33,0.761,1,17,1.64,148,SJF,52.96,29.38,45.12,88.38
25,5.88,4.72,0.803,1,15,2.54,147,SJF,34.08,19.16,32.8,60.16
5,4.2,2.49,0.593,2,8,2.25,21,SJF,4.8,3.2,4.8,10.8
19,5.53,4.57,0.828,2,16,2.83,105,SJF,28.11,16.95,25.79,44.95
18,6.44,5.19,0.806,2,18,1.88,116,SJF,35.33,17.56,34.89,55.33
24,4.38,4.06,0.929,1,17,1.83,105,SJF,29.33,16.5,22.58,56.96
15,5.73,4.59,0.801,1,13,1.29,86,SJF,26.47,14.87,32.4,44.53
11,5.55,4.89,0.881,2,17,1.0,61,SJF,15.27,11.64,21.82,27.27
13,5.77,4.71,0.817,2,15,1.83,75,SJF,30.77,19.46,24.92,42.23
9,5.56,4.85,0.873,2,14,2.0,50,SJF,9.0,6.11,7.44,19.11
24,5.17,3.76,0.728,1,13,1.04,124,SJF,46.46,25.71,55.17,69.92
11,7.64,5.64,0.739,2,16,1.3,84,SJF,23.27,17.09,25.18,38.73
26,5.96,4.93,0.827,1,17,2.56,155,SJF,30.19,22.23,41.15,59.88
7,3.0,1.0,0.333,2,5,1.67,21,SJF,6.0,4.43,5.71,17.0
19,4.95,3.63,0.733,1,13,1.33,94,SJF,31.84,20.05,32.79,62.68
21,4.86,4.73,0.973,2,17,0.75,102,SJF,41.19,21.52,40.0,66.9
16,5.0,4.35,0.87,2,16,4.2,80,SJF,15.44,8.81,18.88,35.56
25,4.48,3.36,0.749,2,15,1.67,112,SJF,37.64,18.56,40.32,72.72
18,6.56,5.19,0.792,1,15,4.12,118,SJF,19.33,10.44,23.28,39.61
20,6.6,5.42,0.822,1,16,3.68,132,SJF,46.1,22.9,40.55,70.8
23,5.83,5.52,0.947,1,18,5.5,134,SJF,9.04,7.04,9.26,30.04
14,5.29,3.83,0.725,2,12,3.31,74,SJF,12.57,8.14,17.07,25.07
17,6.35,4.69,0.738,1,15,0.94,108,SJF,44.82,25.59,48.47,67.24
28,5.68,4.62,0.813,2,15,3.07,159,SJF,43.32,19.32,44.21,74.21
29,7.62,5.53,0.726,2,17,3.25,221,SJF,65.1,37.03,72.24,100.72
26,4.85,3.74,0.771,1,14,1.72,126,SJF,36.31,20.62,33.96,76.92
17,6.24,5.14,0.825,1,15,1.31,106,SJF,32.06,23.18,34.47,52.71
16,7.0,4.37,0.624,1,16,2.4,112,SJF,33.12,20.19,27.56,56.5
15,6.53,4.87,0.745,1,15,3.71,98,SJF,16.47,10.93,20.87,36.4
7,6.14,5.43,0.884,2,15,1.17,43,SJF,16.86,7.0,17.86,21.29
14,8.29,6.18,0.746,3,19,2.31,116,SJF,39.07,23.43,41.14,59.43
17,3.53,2.62,0.744,1,11,4.25,60,SJF,6.65,3.88,7.0,14.59
11,7.55,6.5,0.862,2,20,1.2,83,SJF,35.64,25.45,34.0,42.82
20,6.25,4.8,0.768,1,14,3.58,125,SJF,27.9,15.85,27.05,53.65
15,5.6,4.19,0.748,1,13,4.29,84,SJF,6.27,5.07,5.53,20.33
28,6.04,4.43,0.735,2,16,2.19,169,SJF,52.39,29.39,55.04,87.32
18,6.78,5.3,0.782,1,17,3.94,122,SJF,29.61,16.28,24.83,55.83
6,6.5,4.72,0.727,3,15,4.4,39,SJF,3.83,1.83,3.83,10.83
19,4.53,4.36,0.964,1,17,1.33,86,SJF,18.21,15.63,26.37,51.42
11,6.82,5.91,0.867,2,18,1.8,75,SJF,32.82,14.45,27.45,42.91
5,6.2,5.5,0.886,2,14,2.75,31,SJF,9.4,4.6,9.4,13.0
25,6.76,4.75,0.703,2,18,3.29,169,SJF,40.24,25.24,43.8,79.16
28,4.43,3.19,0.72,2,13,1.37,124,SJF,45.82,25.89,38.29,86.57
24,5.33,4.38,0.821,2,16,1.13,128,SJF,61.92,33.79,59.88,79.96
19,4.21,3.12,0.741,1,14,1.67,80,SJF,16.63,10.95,16.89,46.32
21,4.14,2.73,0.658,1,13,1.25,87,SJF,33.57,20.19,29.67,67.19
11,4.55,3.56,0.783,2,13,3.5,50,Priority,4.82,3.64,3.64,21.27
22,4.82,4.09,0.849,1,16,1.1,106,SJF,40.86,28.82,46.41,69.45
15,5.6,5.05,0.902,1,19,2.0,84,SJF,35.47,13.73,34.13,47.13
21,6.62,4.96,0.75,2,16,1.95,139,SJF,64.24,36.38,58.86,92.62
28,6.14,4.89,0.796,2,19,1.7,172,SJF,57.39,27.75,53.68,89.07
10,3.9,2.47,0.633,2,10,2.0,39,FCFS,4.7,4.5,5.8,17.1
30,5.63,4.85,0.86,1,19,3.28,169,SJF,42.47,19.43,33.3,71.33
15,6.07,4.8,0.792,1,15,2.36,91,SJF,29.87,16.47,27.67,45.07
10,6.0,3.8,0.633,1,12,2.22,60,SJF,21.9,12.4,17.6,35.5
24,6.75,4.78,0.709,2,16,5.43,162,SJF,8.58,6.67,9.08,33.29
22,6.27,5.54,0.883,1,20,2.05,138,SJF,46.36,21.95,40.64,69.64
8,6.88,5.19,0.756,2,14,3.57,55,SJF,14.75,9.62,21.38,25.25
5,6.6,5.86,0.887,2,13,1.25,33,SJF,7.4,5.0,9.2,13.6
20,6.1,4.92,0.806,1,15,1.95,122,SJF,39.1,23.1,33.35,56.6
27,5.78,4.13,0.714,2,15,2.73,156,SJF,43.15,22.89,35.26,83.22
30,5.7,4.47,0.783,1,17,3.0,171,SJF,36.9,18.8,34.57,72.47
9,6.11,5.4,0.883,2,16,2.0,55,SJF,13.0,6.56,16.78,20.67
23,5.65,5.09,0.9,1,17,3.32,130,SJF,21.35,13.52,24.22,39.78
12,4.58,4.12,0.899,2,15,1.82,55,SJF,14.67,12.0,14.92,28.42
26,4.58,4.18,0.913,1,18,2.56,119,SJF,34.27,13.88,22.58,59.27
